Card   1: 33 34 29 52 91  7 31 42  2  6 | 53 52  6 96 42 91  2 23  7 38 90 28 31 51  1 26 33 22 95 34 29 77 32 86  3
Card   2: 63 86  6  5 95 17  7 72 62 76 | 26  6 86 68 49 57 30 63 80  5 96 84 42 19 53  7 87 78 70 74 15 17 64 16 44
Card   3: 22 25  2 41 27 23  5  1 50 37 | 68 94 25  4 48 75 47 37 58 22 95 16 74 50 66 99 34 35 41 90  2 43 62  1 97
Card   4: 98 43 31 15 77 60 25 66 19 26 | 59 54 43 19 36 25 31  5 44 76 98 93 40 60 66 47 28 65 56 26 10 15 67 77  3
Card   5: 26 80 12 66 16 20 37 23 95 55 | 86 17 10 58 26 66 63 41 80 53 37 95 55 48 20 12 11 16 50 74  6 64 99 23 81
Card   6: 21 59 29 33 17 64 97 14 93 95 | 64 19 52 42 37 82 35 15 21  2 45 10 54 74  7 61 97 33 24 95 88  9  5 78 92
Card   7: 53 31 56 36 73 51 92 62 80  5 | 23 18 79 63 15 77 22 34 46 40 12 82  7 52 68 92  2 60  3 74 45 64 89 28 58
Card   8: 93  8 61 36 50 34 74 58 85 75 | 75 67  4 33 88 54 74 90 81  7 39 68 62 10  9 56 44 23  6 41 21 72  5 26 15
Card   9: 95 49 89 13 11 72 28 53  6 99 | 96 78 12 29 68 65 36 86 63 61 80 75 50 37 30  9 71 57 48 66  4  1 84 62 51
Card  10: 69 17 25 50 62 41  4 64 27 78 | 77 31 97 35 76 38 21 26 45 29 95 82 79 81 34 59 19 68  1 49 15  5 84 90 56
Card  11:  7 78 75 90 36 14 62 16 55 97 | 49 54 93  4 52 67 31 84 25  1 77 18 50 21 46 76 89 69 24 53  5 96 86 32 99
Card  12: 38 20 68 71 87 97 94 82 62 12 | 96 70 88 69 28 80 42 35 95 56 83 75 91 14 72 92 39 90 78 52 48 59 55 41 36
Card  13:  5 53  2 89 58  8 49 18  7 16 | 68 75 48 27 65 11 20 95 46 84 54 56 63  4 91 74 80 14 23 39 86 38 24 33 96
Card  14: 63 34 29 59 23 98 65 66 12  1 |  8 80 93 74 68 22 26 76 82 11 39 95 58 19 94 97 35 49 44 37 86 51 79 75 60
Card  15: 51 15 98 26  5 89 12 97 44 23 | 28 64 95 49 42 70 39 50 84 22 71 43 16 99  3 52 72 25 92 21 61 75 40 96 19
Card  16: 79 16 49 93 22  6 72 71 82 57 | 71 40 95 18 57 43 82 94 65 49 80 48 79 16 56 54 75 31 46 14 93 52 72 22  6
Card  17: 92 65 91 47 12 52 70 79 34 44 | 23 47 95  1 45 76 15 60 88 79 65 59 16 91 12  9 13 70 92 81 52 71 34 44 30
Card  18: 95 61 34 37 53 31  5 45 17 67 | 74 38 94 48 43 69 87  5 29 22 92 56 40 17 63 24 11 90 52 23 85 44 71 41 91
Card  19:  5 76 81 68 38 16 33  1 59 25 | 83 77 35 18 52 57 22 44 16  4  1 42  5 11 26 45 23 34 15 48 32 68 76 59 64
Card  20: 77 86 74 56 93 99 75 35 39 73 | 99 75 74 60 86 16 45 51 25 78 54 38 96 72 41 90 56  3 93 35 73  2 52 77 39
Card  21: 49 56 99 89 50 90 73 93 72 64 | 66 11 32 89 24 25 73 93  1 31  5 22 64 55 20 52 92 71  8 13 15 72 99 37 39
Card  22: 91 44 58 22 95 61 46 17 14 18 | 98 22 10 27 29 62 82 42 35 51 68 13 50 73 30 75 74 80 87  8 67 31 85 33 39
Card  23: 18 98 54 37  6 13 26 19 43 78 | 55 97 59 37 61 11 43 72 45 85 78 36 18  6 19 98 38 79 87 66 46 13 74 26 54
Card  24: 63 37 86 41  9 33 13 93 31  1 | 22 78 94 32 35 24  3 44 65 77 43 52 13 59 99 75 14 42 89 28 11 80  6 70 74
Card  25: 52 64 32 55 13 53 97 28 83  5 | 76 72 80 13 32 47 53 41 75 52 27 98 57 31 69 10 97 83  5 33 64 84  8 43 61
Card  26: 29 84 13 55 24 96 87 68 10 18 | 49 88 72 60 61 98 31 87 17 40 82 27 63 62 97 38 24 54 20 15 79 36 92 13 23
Card  27: 51 86 84 69 66 35 15  2  9 32 | 78  1 23 79 75  6 57 87  5 66 41 11 76 53 47 84 95 96 77 12 15 24 29 49 18
Card  28: 78 35 68 50 52 72 71 82 74 16 | 30 10 39 41 27 83 99 77 91 97 33 25 93 23  7 67 96 55 35 87  1 19 49 57  6
Card  29: 62 95 31  3 91 76 71 48 27 47 | 49 91 56  6 67 12 29  2  3 27 95 40 35 76 47 77 88 79 24 71 31 26 48 15 64
Card  30: 87 69 42 34 75  3 20 88 80 91 | 28 97 65 91  6 54  9 84  3 86 25 23 81 44 29 45 59 36 77 48 19 82 98 92 50
Card  31: 67 99 60 85 79 28  3 51 98 78 | 43  7 66 79 47 11 74 75 52 93  1 82 28 36 57 21 53 92 55  8 51 46 35 25 77
Card  32: 71 56 82 67 84 78 22 57 33  2 | 77 57 44 31 10 64 76 21 30  8 89 49 17 12 25 63 48 84 85 91 93 71 58 75 35
Card  33: 13 10 59 71 47 99 55 88  2 89 | 27 78 55 53 87 14 19 33 71 81 23 94 32 76 96 22 97 36 89 63 90 11 85 51 82
Card  34: 40 90 22 30 19 44 83 48 93 29 | 94 90 86 51  2 69  1 11  9 20 68 39 48 63 80 58 45 98 23 34 41 42 60 30 14
Card  35: 77 90 74 19 94  7 29 80  9 87 | 12 52 59  9 96 62 25 57 22 86 47 21 89 78  6 61 92 53 20 30 45 15 98 79  3
Card  36: 94 39 87 42 75 98 76 21 63 59 | 59 33 15 51 97 10 31 20 14 49 67 69 85 17 44 32 90 79 28 40 22 38  1 84  4
Card  37: 33 73 12 58 38 88 61 13 46 63 | 55 32 37 43 23 74 21 31  8 62 99 96 18 19 50 16 39 20  4 14  1 45 28  7 49
Card  38: 99  4 52 78  7 23 22 69 93 98 | 39 57 97 36 85 41 37 53 66 65 46 64 29 17 91 83 81 42 51 99  2  9 43 63 60
Card  39: 49 16 61 81 73 86 12  2 54 26 |  3 11 43 92 35 84 64  4 94 78 10 57 82 22 83 59 18 70 66 33 96 42 37 62 17
Card  40: 56 30 44 59 26 54 67 96 28 80 | 96  3 35 80 65 12 94 38 87 64 62 55 31 67 33 16 22 89 76 50  9 69 77 84 41
Card  41: 57 83 77 40  2 34 43 48 25 46 | 88 31  9 22 52 67 96 62 71 95 19 99 38 49 60 80 58  2 20 16 28 21 12 81 41
Card  42: 89  4 49 36 48 63 41 81 76 37 | 21 89 66 53  6 36 71 62 83 63 19 95 87 90 13 40 81 72 76 82 39 94 14 96 48
Card  43: 89 97 16 36 30 68  4 85 79  5 | 58 16  7 64  1 88 81 52 82 41 85 73 53  4 39 60 36  5 65 72 43 68 79 89 78
Card  44: 59 18 26  4 55 66 85 84 50 82 | 12 59 98 84 77 65 13 33 72 40 78 36 55 26  4 28 18 49 50 85 45 82 35 41 66
Card  45: 17 59 18 46 13 50 57 21 36 99 | 76 53 85  2 27  1 52 15 40 90 37 29 58 66 43 70 79 86 32 45 95 33 26 75 64
Card  46: 36 38 42 86 45 62 32  4  8 80 | 20 19 72 46 15 23 64 78 75 13 50 29 59 18 10 93 92  1 58 66  8 16 22  4  7
Card  47: 70 97 20 39 77 56 87 78 49 42 | 29 48 39  1 25 26 60 11 35 97 78 37 70 42 21 20 90 55 87 92 69  5 56 64 13
Card  48: 12 55 44 74 66 58 36 41 14 30 | 33 55 66 23 51 10 12 65 89 85 58 41 35 47 30 14 29 42 72 36 62 44 38 40 79
Card  49: 79 99 69 88 44 73 23 57 74 13 |  9 88 17 23 80 21 94 83 97 86  2 12 74 22 91 71 43 82 96 52 38 61 19 70 73
Card  50: 91 19 90 80 23 74 40 56 45 12 | 56 98 94 40 45 74 81 62 12 37 19 90 35 83 11 41 77 59 13 70 93 99 47 49 75
Card  51: 74 97 35 95 65 12 29 11 51 67 | 11 97  9 92 88 35 26 13 52 66 20 40 38 77 90 79 21 72 54 61 17 47 23 75 84
Card  52: 75 70 36 56 23 74 99 84 46  3 | 47 69 31 60 20 82 71 89 74 78 59 66 53 22 54 79 92 13 93 35 25 44 86 61 41
Card  53: 32 46 86 81 35 80 61 58 22 94 | 97 75 45 25 50 20 34  4 53 23  1 93 96 52  3 99  9 31  7 11 13  8 51 74 39
Card  54: 60 86 72 29 37 63 14  6 65 76 |  4  9 91 32 17 62 67  7 59 64 80 66  3 71 74 16 55 26 58 57 93 12 23 49 35
Card  55: 10 54  4 85 88 84 56 32 39 33 | 52 47 53 17 30 13 21 41 96 24  8 70 74 79 61 55 65 26 36 58 94 98 72 18 73
Card  56: 17  1 94 34 60 61 53  4 77 51 | 19 62 69 78 26 18 67  8 11 24 47 10 75 23 98  9 77 30 53 28 90 59  7 57 33
Card  57: 84  3 64 89 90 24 51 57 97 28 | 13 52 85 14  6 68 96 60  1 38 74 88 55 48 67 30 46  4 43 61 12 78 56 89 70
Card  58: 34 24 13 83 51 59  3 62 39 25 | 70 12 75 20 99 22 36 35 28 81 14 21 32 55 74 27  2 17 31 68 43 71 52 50 79
Card  59:  2 45 25 36 15 97 87 43 20 83 | 45 85 83 20 71  7 87 54 43 46 94 62 91 15  3 97  4 25 99 86 66 78  2 16 36
Card  60: 13 85 62 38 54 55 68 57 96 88 |  5 73 30 74 62 54 21 84 48 85 13 28 64 11 87 96 78  3 90 66  2 55 36 60 57
Card  61: 18 97 56  1 45 87  8 36 63 65 | 93 51 22 26  7 13  8 17 36 97 50 64 84 11 62 43 92 16 70 42 45 24 74 33 57
Card  62: 14 77 47 24 45 31  7 25 68 23 | 14 85  7 74 24 27 69 23 55 47 60 93 68 58 21 45 31 13 25 77  5  1 63 70 88
Card  63: 22 93 36 38 91 37  4 74 66 42 | 66 63 91 58 84 28 64 40 42 38  4  5 74 23 29 11 99 83 22 87 44 37 12 25 93
Card  64: 36 76 16 23 45 99 96 27 29 18 |  9 49 78 24 22  3 68 29 82 74 57 23 10 59 11 67 91 90 18 88 58 54 46 32 83
Card  65: 91 33 28 95 21 55 20 32 73 62 | 42 15 94 58 59 99 11 38 66 10 69 26 35 98 37 87 83 90  5  4 70 24 84 80 51
Card  66: 74 49  4 52 38 55 48 76 19 35 | 74  9 48 90 55 66 47 35 63 54 49 11 23 67 53 41  4  3 52 19 76 98 40 38 58
Card  67: 42 57 64 41 10 17 86 85 37 51 | 81 41 28 71 35 25 36 80 42 67 45 48 66 79 46 60 84 12 10  9 11  8 73 91 18
Card  68: 89 84 78  6 81 82 16 10  3 39 | 39 54 82  6 90 89 98 85 45 63 88 97 68 31 30 73 18 81 14 40 44  3 61 51 96
Card  69: 90  1  5 36 99 56 41 22  8 32 | 87 32  2 35 69 30 17 83 95 74 53  7 64 80 71 34  4 40 47 97 45 28 44 60 18
Card  70: 80 83 64 85 39 15 58 35 91 56 | 51 33  6 20 23 62 48 92  7 55 35 91 32 53 39 29  2 80 67 83 13 15 50 72 16
Card  71: 42 95 45 25 31 32 58 51 81  6 | 92 68 70 83 55 86 23 35 36 90 93 33 84  8 37 60 63 54 17 46 50 48 67  7 73
Card  72: 95 91 20 54 61 93 73 72 52  9 |  6 44 96 46 40 57 63 39  7 84 70  2 37 66 56 38 35 94 16 14 74 27 24 76 47
Card  73: 28 95 10 74 84 77 42 38 37 73 | 92 97  2 38 67 48 98  7 69 33 30 90 54 57  3 81 24 12 86 75 46 47 99 49 96
